entry_no,file_handle,name,formula,charge,dG_solv_kcal,dG_solv_kJ,type,SASA_H,SASA_C,SASA_HC,SASA_CC,SASA_HO,SASA_HN,SASA_O,SASA_N,SASA_F,SASA_Cl,SASA_Br,SASA_I,SASA_S,SASA_total
2370,n202,5-chlorouracil,H3C4N2O2CL1,0,-17.74,-74.22,abs,38.528,35.376,8.349,21.209,0.0,18.34,81.186,80.44,0.0,62.696,0.0,0.0,0.0,171.88
2371,n203,5-bromouracil,H3C4N2O2BR1,0,-18.17,-76.02,abs,38.387,35.071,8.263,20.871,0.0,18.328,80.768,80.39200000000001,0.0,0.0,72.839,0.0,0.0,176.894
2372,test0001,"1,3-diacetyloxypropan-2-ylacetate(glyceroltriacetate)",H14C9O6,0,-8.84,-36.99,abs,157.474,53.838,106.21,34.154,0.0,0.0,144.36,0.0,0.0,0.0,0.0,0.0,0.0,294.587
2373,test0004,m-bis(trifluoromethyl)benzene,H4C8F6,0,1.07,4.48,abs,43.016,50.516,29.121,71.9,0.0,0.0,0.0,0.0,219.50900000000001,0.0,0.0,0.0,0.0,223.534
2374,test0005,"N,N-dimethyl-p-methoxybenzamide",H13C10N1O2,0,-11.01,-46.07,abs,143.825,80.723,97.039,70.751,0.0,0.0,49.156000000000006,42.233000000000004,0.0,0.0,0.0,0.0,0.0,259.932
2375,test0006,"N,N,4-trimethylbenzamide",H13C10N1O1,0,-9.76,-40.84,abs,147.488,79.701,99.502,79.305,0.0,0.0,33.424,42.185,0.0,0.0,0.0,0.0,0.0,250.247
2376,test0007,bis(2-chloroethyl)ether,H8C4O1CL2,0,-4.23,-17.7,abs,94.232,15.585,63.481,9.666,0.0,0.0,11.313,0.0,0.0,126.926,0.0,0.0,0.0,199.39
2377,test0008,"1,1-diacetoxyethane",H10C6O4,0,-4.97,-20.79,abs,117.991,43.463,79.606,27.196,0.0,0.0,108.54299999999999,0.0,0.0,0.0,0.0,0.0,0.0,222.571
2378,test0009,"1,1-diethoxyethane",H14C6O2,0,-3.28,-13.72,abs,161.139,34.943,108.538,21.659,0.0,0.0,20.546,0.0,0.0,0.0,0.0,0.0,0.0,214.731
2379,test0011,diethylpropanedioate,H12C7O4,0,-6.0,-25.1,abs,141.401,42.469,95.343,29.099,0.0,0.0,106.27,0.0,0.0,0.0,0.0,0.0,0.0,245.093
2380,test0012,dimethoxymethane,H8C3O2,0,-2.93,-12.26,abs,92.844,25.86,62.506,0.0,0.0,0.0,31.309,0.0,0.0,0.0,0.0,0.0,0.0,143.46
2381,test0013,ethyleneglycoldiacetate,H10C6O4,0,-6.34,-26.53,abs,114.195,39.074,77.032,24.428,0.0,0.0,90.746,0.0,0.0,0.0,0.0,0.0,0.0,207.177
2382,test0014,"1,2-diethoxyethane",H14C6O2,0,-3.54,-14.81,abs,168.038,34.408,113.023,21.345,0.0,0.0,22.877,0.0,0.0,0.0,0.0,0.0,0.0,224.602
2383,test0016,phenylformate,H6C7O2,0,-3.82,-15.98,abs,74.584,71.229,50.429,77.405,0.0,0.0,67.134,0.0,0.0,0.0,0.0,0.0,0.0,180.145
2384,test0017,imidazole,H4C3N2,0,-9.81,-41.05,abs,53.221,43.069,26.165,19.017,0.0,10.29,0.0,136.974,0.0,0.0,0.0,0.0,0.0,118.203
2385,test1001,nitroglycol,H4C2N2O6,0,-5.7,-23.85,abs,45.158,6.037,30.449,3.732,0.0,0.0,203.017,10.072,0.0,0.0,0.0,0.0,0.0,189.303
2386,test1002,"1,2-dinitroxypropane",H6C3N2O6,0,-5.0,-20.92,abs,64.06,12.026,43.204,8.149,0.0,0.0,193.028,9.691,0.0,0.0,0.0,0.0,0.0,207.26
2387,test1003,butylnitrate,H9C4N1O3,0,-2.1,-8.79,abs,104.697,18.358,70.512,15.214,0.0,0.0,101.66799999999999,5.003,0.0,0.0,0.0,0.0,0.0,192.162
2388,test1004,2-butylnitrate,H9C4N1O3,0,-1.8,-7.53,abs,100.643,20.792,67.827,15.578,0.0,0.0,93.77,3.047,0.0,0.0,0.0,0.0,0.0,183.532
2389,test1005,isobutylnitrate,H9C4N1O3,0,-1.9,-7.95,abs,101.386,19.146,68.295,12.876,0.0,0.0,98.51599999999999,5.001,0.0,0.0,0.0,0.0,0.0,187.521
2390,test1006,ethyleneglycolmononitrate,H5C2N1O4,0,-8.2,-34.31,abs,61.346,7.837,32.036,4.852,9.843,0.0,119.53699999999999,5.018,0.0,0.0,0.0,0.0,0.0,156.055
2391,test1007,"2-chloro-N-(2,6-diethylphenyl)-N-(methoxymethyl)acetamide(alachlor)",H20C14N1O2CL1,0,-8.2,-34.31,abs,201.458,79.175,135.86,75.125,0.0,0.0,38.1,3.5300000000000002,0.0,53.592,0.0,0.0,0.0,340.14
2392,test1008,2-methyl-2-(methylthio)propanalO-(N-methylcarbamoyl)oxime(aldicarb),H14C7N2O2S1,0,-9.8,-41.0,abs,147.875,49.336,93.222,13.206,0.0,6.79,56.113,81.737,0.0,0.0,0.0,0.0,24.371000000000002,266.166
2393,test1009,2-(ethylamino)-4-isopropylamino-6-methyl-thio-s-triazine(ametryn),H17C9N5S1,0,-7.7,-32.22,abs,197.748,63.292,117.16,19.968,0.0,16.788,0.0,246.996,0.0,0.0,0.0,0.0,29.052999999999997,322.661
2394,test1010,"O,O-dimethylS-[(4-oxo-1,2,3-benzotriazin-3(4H)-yl)methyl]dithiophosphate(azinphosmethyl)",H12C10N3O3P1S2,0,-10.0,-41.84,abs,125.451,84.866,84.764,81.893,0.0,0.0,44.346000000000004,72.712,0.0,0.0,0.0,0.0,64.676,342.854
2395,test1011,"N-butyl-N-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline(benefin)",H16C13N3O4F3,0,-3.5,-14.64,abs,157.222,63.911,105.937,71.144,0.0,0.0,135.363,25.716,110.38799999999999,0.0,0.0,0.0,0.0,377.085
2396,test1012,"a-[(4,6-dimethoxypyrimidin-2-ylcarbamoyl)sulfamoyl]-o-toluicacid(bensulfuron)",H18C16N4O7S1,0,-17.2,-71.96,abs,195.6,125.149,117.044,96.724,0.0,15.596,147.714,201.649,0.0,0.0,0.0,0.0,29.491,464.607
2397,test1013,5-Bromo-3-sec-butyl-6-methyl-uracil(bromacil),H13C9N2O2BR1,0,-9.7,-40.58,abs,139.328,55.316,86.136,40.404,0.0,8.081,61.599000000000004,56.57,0.0,0.0,67.22200000000001,0.0,0.0,279.068
2398,test1014,"3a,4,7,7a-tetrahydro-2-[(trichloromethyl)thio]-1H-isoindole-1,3(2H)-dione(captan)",H8C9N1O2S1CL3,0,-9.0,-37.66,abs,94.499,37.761,63.728,44.677,0.0,0.0,67.819,10.736,0.0,161.32,0.0,0.0,22.734,296.842
2399,test1015,1-naphthylmethylcarbamate(carbaryl),H11C12N1O2,0,-9.5,-39.75,abs,129.273,101.17,81.635,120.752,0.0,5.975,58.77,44.245999999999995,0.0,0.0,0.0,0.0,0.0,269.391
2400,test1016,"2,3-dihydro-2,2-dimethyl-7-benzofuranylmethylcarbamate(carbofuran)",H15C12N1O3,0,-9.6,-40.17,abs,174.992,80.023,112.511,76.5,0.0,5.766,72.482,45.018,0.0,0.0,0.0,0.0,0.0,303.352
2401,test1017,"S-4-chlorophenylthiomethylO,O-diethylphosphorodithioate(carbophenothion)",H16C11O2P1S3CL1,0,-6.5,-27.2,abs,175.637,81.189,118.519,84.706,0.0,0.0,20.302,0.0,0.0,63.525,0.0,0.0,73.83200000000001,390.791
2402,test1018,"octachloro-4,7-methanohydroindane(chlordane)",H6C10CL8,0,-3.4,-14.23,abs,53.325,8.627,35.967,11.289000000000001,0.0,0.0,0.0,0.0,0.0,435.41200000000003,0.0,0.0,0.0,328.72
2403,test1019,"phosphoricacid[(E)-2-chloro-1-(2,4-dichlorophenyl)vinyl]diethylester(chlorfenvinphos)",H14C12O4P1CL3,0,-7.1,-29.71,abs,154.303,82.95,104.136,88.327,0.0,0.0,43.193999999999996,0.0,0.0,176.072,0.0,0.0,0.0,388.841
2404,test1020,ethyl2-(4-chloro-6-methoxypyrimidin-2-ylcarbamoylsulfamoyl)benzoate(chlorimuronethyl),H15C15N4O6S1CL1,0,-14.0,-58.58,abs,170.278,120.395,104.725,105.974,0.0,10.668,130.716,175.181,0.0,64.704,0.0,0.0,28.491,456.878
2405,test1021,trichloro(nitro)methane(chloropicrin),C1N1O2CL3,0,-1.5,-6.28,abs,0.0,0.49,0.0,0.0,0.0,0.0,77.996,11.376999999999999,0.0,172.583,0.0,0.0,0.0,157.803
2406,test1022,"O,O-diethylO-3,5,6-trichloro-2-pyridylphosphorothioate(chlorpyrifos)",H11C9N1O3P1S1CL3,0,-5.0,-20.92,abs,123.566,61.16,83.332,54.317,0.0,0.0,29.392,23.541000000000004,0.0,177.739,0.0,0.0,35.997,361.533
2407,test1023,"S-(RS)-2-chloro-1-phthalimidoethylO,O-diethylphosphorodithioate(dialifor)",H17C14N1O4P1S2CL1,0,-5.7,-23.85,abs,187.422,92.297,126.491,100.204,0.0,0.0,84.539,12.594,0.0,60.77,0.0,0.0,45.53,424.38
2408,test1024,diethoxy-[(2-isopropyl-6-methyl-4-pyrimidinyl)oxy]-thioxophosphorane(diazinon),H21C12N2O3P1S1,0,-6.5,-27.2,abs,242.436,79.712,163.432,61.347,0.0,0.0,25.39,107.10199999999999,0.0,0.0,0.0,0.0,37.717,406.21
2409,test1025,"3,6-dichloro-2-methoxybenzoicacid(dicamba)",H6C8O3CL2,0,-9.9,-41.42,abs,68.112,55.659,37.255,61.101,9.236,0.0,73.46600000000001,0.0,0.0,115.57400000000001,0.0,0.0,0.0,241.582
2410,test1027,"N1,N1-diethyl-2,6-dinitro-4-trifluoromethyl-m-phenylenediamine(dinitramine)",H13C11N4O4F3,0,-5.7,-23.85,abs,117.558,56.323,68.52,62.066,0.0,11.177,132.24,41.062,103.27000000000001,0.0,0.0,0.0,0.0,330.673
2411,test1028,"(RS)-2-sec-butyl-4,6-dinitrophenol(dinoseb)",H12C10N2O5,0,-6.2,-25.94,abs,114.09,58.598,72.423,69.497,4.735,0.0,174.411,22.765,0.0,0.0,0.0,0.0,0.0,291.866
2412,test1029,"6,7,8,9,10,10-hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepine-3-oxide(endosulfanalpha)",H6C9O3S1CL6,0,-4.2,-17.57,abs,49.758,10.226,33.527,9.46,0.0,0.0,50.236,0.0,0.0,314.976,0.0,0.0,42.303,318.362
2413,test1030,"(1R,4S,4aS,5S,6S,7R,8R,8aR)-1,2,3,4,10,10-hexachloro-1,4,4a,5,6,7,8,8a-octahydro-6,7-epoxy-1,4:5,8-dimethanonaphthalene(endrin)",H8C12O1CL6,0,-5.5,-23.01,abs,79.061,26.86,53.414,37.372,0.0,0.0,17.428,0.0,0.0,318.675,0.0,0.0,0.0,318.005
2414,test1031,"O,O,O',O'-tetraethylS,S'-methylenebis(phosphorodithioate)(ethion)",H22C9O4P2S4,0,-6.1,-25.52,abs,230.808,53.245,155.573,31.295,0.0,0.0,30.053,0.0,0.0,0.0,0.0,0.0,111.209,427.427
2415,test1033,"1,4,5,6,7,8,8-heptachloro-3a,4,7,7a-tetrahydro-4,7-methanoindene(heptachlor)",H5C10CL7,0,-2.6,-10.88,abs,50.466,23.024,34.111,31.214,0.0,0.0,0.0,0.0,0.0,381.56399999999996,0.0,0.0,0.0,307.323
2416,test1034,"3,5,5-trimethyl-2-cyclohexen-1-one(isophorone)",H14C9O1,0,-5.2,-21.76,abs,153.041,45.373,103.049,45.973,0.0,0.0,41.187,0.0,0.0,0.0,0.0,0.0,0.0,223.606
2417,test1035,"1,2,3,4,5,6-hexachlorocyclohexane(lindane)",H6C6CL6,0,-5.4,-22.59,abs,56.172,2.867,37.897,3.503,0.0,0.0,0.0,0.0,0.0,312.055,0.0,0.0,0.0,252.307
2418,test1036,2-(dimethoxyphosphinothioylthio)butanedioicaciddiethylester(malathion),H19C10O6P1S2,0,-8.2,-34.31,abs,212.607,59.209,143.346,25.037,0.0,0.0,118.67,0.0,0.0,0.0,0.0,0.0,52.39,405.024
2419,test1037,N-methylcarbamicacid[1-(methylthio)ethylideneamino]ester(methomyl),H10C5N2O2S1,0,-10.7,-44.77,abs,118.983,44.812,71.727,9.613,0.0,8.878,58.821,75.99000000000001,0.0,0.0,0.0,0.0,27.849,235.371
2420,test1039,"methyl2-(4-methoxy-6-methyl-1,3,5-triazin-2-ylcarbamoylsulfamoyl)benzoate(metsulfuronmethyl)",H15C14N5O6S1,0,-15.5,-64.85,abs,171.144,118.421,105.337,85.303,0.0,10.633,134.944,261.18600000000004,0.0,0.0,0.0,0.0,28.399,431.811
2421,test1040,"4-mesyl-2,6-dinitro-N,N-dipropylaniline(nitralin)",H19C13N3O6S1,0,-8.0,-33.47,abs,191.7,70.328,129.205,66.253,0.0,0.0,185.323,14.534,0.0,0.0,0.0,0.0,31.573999999999998,401.272
2422,test1041,nitroxyacetone,H5C3N1O4,0,-6.0,-25.1,abs,58.263,19.542,39.28,16.365,0.0,0.0,138.604,5.037,0.0,0.0,0.0,0.0,0.0,169.108
2423,test1043,"O,O-diethyl-O-4-nitro-phenylthiophosphate(parathion)",H14C10N1O5P1S1,0,-6.7,-28.03,abs,158.63,78.502,107.062,85.688,0.0,0.0,102.253,11.921,0.0,0.0,0.0,0.0,38.166,352.673
2424,test1044,S-propylbutyl(ethyl)thiocarbamate(pebulate),H21C10N1O1S1,0,-3.6,-15.06,abs,232.559,53.437,156.66,34.745,0.0,0.0,28.22,21.117,0.0,0.0,0.0,0.0,20.706999999999997,325.141
2425,test1045,"O,O-diethylS-ethylthiomethylphosphorodithioate(phorate)",H17C7O2P1S3,0,-4.4,-18.41,abs,176.206,42.114,118.777,23.538,0.0,0.0,11.489,0.0,0.0,0.0,0.0,0.0,83.81599999999999,314.304
2426,test1046,"N-cyclopropylmethyl-2,6-dinitro-N-propyl-4-trifluoromethylaniline(profluralin)",H16C14N3O4F3,0,-2.5,-10.46,abs,158.34,70.349,106.904,87.196,0.0,0.0,138.461,14.995000000000001,110.382,0.0,0.0,0.0,0.0,384.112
2427,test1047,"N2,N4-diisopropyl-6-methylthio-1,3,5-triazine-2,4-diamine(prometryn)",H19C10N5S1,0,-8.4,-35.15,abs,212.813,66.402,128.368,22.628,0.0,15.673,0.0,241.794,0.0,0.0,0.0,0.0,29.038,340.714
2428,test1048,"N-(3,4-dichlorophenyl)propanamide(propanil)",H9C9N1O1CL2,0,-7.8,-32.64,abs,100.394,68.511,61.368,79.668,0.0,6.643,28.909999999999997,29.678000000000004,0.0,120.19300000000001,0.0,0.0,0.0,264.811
2429,test1049,5-amino-4-chloro-2-phenyl-3-(2H)-pyridazinone(pyrazon),H8C10N3O1CL1,0,-16.4,-68.62,abs,94.678,88.393,48.039,105.247,0.0,16.634,30.918,77.848,0.0,57.625,0.0,0.0,0.0,261.384
2430,test1050,"6-chloro-N,N'-diethyl-1,3,5-triazine-2,4-diamine(simazine)",H12C7N5CL1,0,-10.2,-42.68,abs,144.663,49.539,82.448,15.673,0.0,15.636,0.0,297.866,0.0,65.445,0.0,0.0,0.0,276.703
2431,test1051,"methyl2-(4,6-dimethylpyrimidin-2-ylcarbamoylsulfamoyl)benzoate(sulfometuron-methyl)",H16C15N4O5S1,0,-20.3,-84.94,abs,182.144,124.5,112.549,116.284,0.0,10.841,117.10300000000001,182.259,0.0,0.0,0.0,0.0,28.423000000000002,426.35
2432,test1052,3-t-butyl-5-chloro-6-methyluracil(terbacil),H13C9N2O2CL1,0,-11.1,-46.44,abs,135.845,54.22,83.804,37.921,0.0,8.103,55.366,58.144999999999996,0.0,57.487,0.0,0.0,0.0,265.593
2433,test1053,"N2-tert-butyl-N4-ethyl-6-methylthio-1,3,5-triazine-2,4-diamine(terbutryn)",H19C10N5S1,0,-6.7,-28.03,abs,209.165,65.548,126.706,20.495,0.0,14.854,0.0,244.823,0.0,0.0,0.0,0.0,29.041,335.971
2434,test1054,"3-(4-methoxy-6-methyl-1,3,5-triazin-2-ylcarbamoylsulfamoyl)thiophene-2-carboxylicacid(thifensulfuron)",H13C12N5O6S2,0,-16.2,-67.78,abs,149.496,101.657,89.907,50.562,0.0,11.464,139.758,260.954,0.0,0.0,0.0,0.0,56.919000000000004,422.284
2435,test1055,"dimethyl(RS)-2,2,2-trichloro-1-hydroxyethylphosphonate(trichlorfon)",H8C4O4P1CL3,0,-12.7,-53.14,abs,88.503,21.156,52.885,0.296,7.189,0.0,52.496,0.0,0.0,151.248,0.0,0.0,0.0,256.221
2436,test1056,"a,a,a-trifluoro-2,6-dinitro-N,N-dipropyl-p-toluidine(trifluralin)",H16C13N3O4F3,0,-3.3,-13.81,abs,158.626,61.671,106.896,68.979,0.0,0.0,138.559,14.283000000000001,110.39000000000001,0.0,0.0,0.0,0.0,375.708
2437,test1057,S-propyldipropyl(thiocarbamate)(vernolate),H21C10N1O1S1,0,-4.1,-17.15,abs,229.651,52.818,154.708,34.997,0.0,0.0,27.171999999999997,26.953999999999997,0.0,0.0,0.0,0.0,20.799,321.573
2438,test1058,4-amino-4'-nitroazobenzene,H10C12N4O2,0,-11.2,-46.86,abs,115.477,108.995,60.634,146.227,0.0,18.173,78.042,89.952,0.0,0.0,0.0,0.0,0.0,308.164
2439,test1059,1-amino-4-anilinoanthraquinone,H14C20N2O2,0,-7.4,-30.96,abs,152.584,165.218,85.916,234.609,0.001,17.973,53.157,50.035000000000004,0.0,0.0,0.0,0.0,0.0,365.602
2440,test1060,"1,4,5,8-tetraminoanthraquinone",H12C14N4O2,0,-8.9,-37.24,abs,125.955,104.438,30.908,153.03,0.0,56.285,40.691,106.031,0.0,0.0,0.0,0.0,0.0,297.37
2441,test1061,1-amino-anthraquinone,H9C14N1O2,0,-8.0,-33.47,abs,101.435,117.251,54.906,170.263,0.0,14.249,59.786,26.222,0.0,0.0,0.0,0.0,0.0,265.614
2442,test1063,"(2-dimethylamino-5,6-dimethyl-pyrimidin-4-yl)N,N-dimethylcarbamate(pirimor,pirimicarb)",H18C11N4O2,0,-9.4,-39.33,abs,201.872,86.996,136.047,33.017,0.0,0.0,48.437,206.123,0.0,0.0,0.0,0.0,0.0,337.057
2443,test2001,acetylsalicylicacid,H8C9O4,0,-9.94,-41.59,abs,95.691,73.57,56.085,86.137,9.079,0.0,107.98200000000001,0.0,0.0,0.0,0.0,0.0,0.0,232.246
2444,test2003,butylparaben,H14C11O3,0,-8.72,-36.48,abs,161.78,79.932,100.983,95.91,8.587,0.0,74.513,0.0,0.0,0.0,0.0,0.0,0.0,288.167
2445,test2004,caffeine,H10C8N4O2,0,-12.64,-52.89,abs,112.968,72.138,76.292,18.743,0.0,0.0,62.905,206.404,0.0,0.0,0.0,0.0,0.0,244.488
2446,test2006,6-chlorouracil,H3C4N2O2CL1,0,-15.83,-66.23,abs,37.132,35.129,8.305,23.944,0.0,17.423,83.708,77.694,0.0,63.643,0.0,0.0,0.0,172.412
2447,test2007,cyanuricacid,H3C3N3O3,0,-18.06,-75.56,abs,38.901,28.601,0.0,0.0,0.0,27.227,125.867,138.312,0.0,0.0,0.0,0.0,0.0,159.562
2448,test2010,diflunisal,H8C13O3F2,0,-9.4,-39.33,abs,88.718,102.207,43.504,140.755,17.432,0.0,82.918,0.0,74.668,0.0,0.0,0.0,0.0,286.846
2449,test2011,ethylparaben,H10C9O3,0,-9.2,-38.49,abs,117.83,74.936,71.442,88.963,8.582,0.0,74.591,0.0,0.0,0.0,0.0,0.0,0.0,239.283
2450,test2013,flurbiprofen(racemic),H13C15O2F1,0,-8.42,-35.23,abs,146.143,111.666,90.042,148.76,9.201,0.0,63.074,0.0,33.394,0.0,0.0,0.0,0.0,316.137
2451,test2015,hexachlorobenzene,C6CL6,0,-2.33,-9.75,abs,0.0,35.579,0.0,47.592,0.0,0.0,0.0,0.0,0.0,333.864,0.0,0.0,0.0,238.368
2452,test2017,ibuprofen(racemic),H18C13O2,0,-7.0,-29.29,abs,197.495,75.235,124.433,84.746,9.188,0.0,63.150000000000006,0.0,0.0,0.0,0.0,0.0,0.0,311.353
2453,test2018,5-iodouracil,H3C4N2O2I1,0,-18.72,-78.32,abs,38.267,34.792,8.191,20.567,0.0,18.317,80.146,80.357,0.0,0.0,0.0,87.514,0.0,183.895
2454,test2019,ketoprofen(racemic),H14C16O3,0,-10.78,-45.1,abs,152.219,120.791,94.18,159.475,9.179,0.0,91.658,0.0,0.0,0.0,0.0,0.0,0.0,328.364
2455,test2020,methylparaben,H8C8O3,0,-9.51,-39.79,abs,93.298,71.827,54.932,80.617,8.585,0.0,76.938,0.0,0.0,0.0,0.0,0.0,0.0,213.416
2456,test2021,naproxen,H14C14O3,0,-10.21,-42.72,abs,155.343,102.119,96.172,124.045,9.176,0.0,78.282,0.0,0.0,0.0,0.0,0.0,0.0,308.345
2457,test2022,4-nitroaniline,H6C6N2O2,0,-9.45,-39.54,abs,70.092,54.415,29.897,73.029,0.0,18.182,78.134,38.878,0.0,0.0,0.0,0.0,0.0,188.041
2458,test2023,octafluorocyclobutane,C4F8,0,3.43,14.35,abs,0.0,6.313,0.0,7.517,0.0,0.0,0.0,0.0,284.045,0.0,0.0,0.0,0.0,174.23
2459,test2024,pentachloronitrobenzene,C6N1O2CL5,0,-5.22,-21.84,abs,0.0,33.483,0.0,44.857,0.0,0.0,81.137,3.0340000000000003,0.0,278.36400000000003,0.0,0.0,0.0,253.659
2460,test2025,phthalimide,H5C8N1O2,0,-9.61,-40.21,abs,64.534,72.385,34.064,91.815,0.0,9.953,84.22999999999999,38.574,0.0,0.0,0.0,0.0,0.0,193.885
2461,test2026,propylparaben,H12C10O3,0,-9.37,-39.2,abs,139.962,77.303,86.323,92.721,8.58,0.0,74.5,0.0,0.0,0.0,0.0,0.0,0.0,263.734
2462,test2027,sulfolane,H8C4O2S1,0,-8.61,-36.02,abs,96.425,19.482,65.032,17.66,0.0,0.0,49.6,0.0,0.0,0.0,0.0,0.0,34.065,169.208
2463,test2029,trimethylorthotrifluoroacetate,H9C5O3F3,0,-0.8,-3.35,abs,98.095,29.413,66.172,0.302,0.0,0.0,26.869999999999997,0.0,97.23,0.0,0.0,0.0,0.0,208.432
2464,test3001,paracetamol,H9C8N1O2,0,-14.83,-62.05,abs,100.92,72.571,53.814,84.487,8.607,6.47,55.929,30.399,0.0,0.0,0.0,0.0,0.0,217.477
2465,test3002,N-(3-hydroxyphenyl)acetamide,H9C8N1O2,0,-13.93,-58.28,abs,102.055,72.036,54.388,84.149,8.579,6.699,55.941,30.016000000000002,0.0,0.0,0.0,0.0,0.0,217.803
2466,test3003,fenbufen,H14C16O3,0,-12.75,-53.35,abs,152.335,123.726,95.103,168.989,8.259,0.0,102.93799999999999,0.0,0.0,0.0,0.0,0.0,0.0,337.871
2467,test3004,N-(2-hydroxyphenyl)acetamide,H9C8N1O2,0,-11.61,-48.58,abs,101.05,73.662,55.302,85.97,8.615,5.022,51.25,30.156000000000002,0.0,0.0,0.0,0.0,0.0,215.217
2468,test3005,phenacetin,H13C10N1O2,0,-10.91,-45.65,abs,145.659,83.927,92.089,90.315,0.0,6.455,46.906,30.392,0.0,0.0,0.0,0.0,0.0,265.981
2469,test3007,2-methoxybenzoicacid,H8C8O3,0,-10.32,-43.18,abs,92.245,71.444,53.79,80.439,9.004,0.0,75.252,0.0,0.0,0.0,0.0,0.0,0.0,208.868
2470,test3014,4-methoxybenzoicacid,H8C8O3,0,-9.15,-38.28,abs,90.269,70.355,52.36,78.931,9.103,0.0,82.10600000000001,0.0,0.0,0.0,0.0,0.0,0.0,211.402
2471,test3015,3-methoxybenzoicacid,H8C8O3,0,-8.93,-37.36,abs,90.413,70.272,52.43,78.799,9.132,0.0,82.037,0.0,0.0,0.0,0.0,0.0,0.0,211.437
2472,test3019,tolfenamicacid,H12C14N1O2CL1,0,-6.71,-28.07,abs,125.257,113.777,74.296,147.89,9.016,1.916,59.905,18.594,0.0,58.063,0.0,0.0,0.0,312.522
2473,test3020,diclofenacacid,H11C14N1O2CL2,0,-6.3,-26.36,abs,110.69,104.225,69.322,136.684,1.828,3.94,72.98100000000001,7.395,0.0,107.9,0.0,0.0,0.0,324.716
2474,test3021,flufenamicacid,H10C14N1O2F3,0,-5.68,-23.77,abs,104.28,105.181,60.344,140.353,3.224,7.398,70.617,11.437000000000001,109.696,0.0,0.0,0.0,0.0,317.817
2475,test4001,iodobenzene,H5C6I1,0,-1.73,-7.24,abs,62.452,58.755,42.279,78.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.53399999999999,0.0,173.613
2476,test4002,diiodomethane,H2C1I2,0,-2.49,-10.42,abs,24.203,5.352,16.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.64600000000002,0.0,136.531
2477,test4003,iodomethane,H3C1I1,0,-0.89,-3.72,abs,37.624,11.357,25.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.64,0.0,104.254
2478,test4004,iodoethane,H5C2I1,0,-0.72,-3.01,abs,61.983,14.173,41.83,8.788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.751,0.0,129.312
2479,test4006,1-iodopropane,H7C3I1,0,-0.59,-2.47,abs,84.317,16.488,56.847,12.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.606,0.0,153.838
2480,test4007,1-iodobutane,H9C4I1,0,-0.25,-1.05,abs,105.975,19.114,71.405,15.558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.706,0.0,178.17
